root=Art_Sparxie_00
avatar=Avatar_Sparxie_00_Model_CharaAvatar
format=smrPath	index	bonePath(m_Bones)	boneHash(hex)	hashPath(avatar)	status
Art_Sparxie_00/Body	63	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT	0x72B99672	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT	match
Art_Sparxie_00/Body	64	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT	0x22DB4F8F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT	match
Art_Sparxie_00/Body	65	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT	0x623271C3	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT	match
Art_Sparxie_00/Body	66	Art_Sparxie_00/Main/Root_M/Hip_L	0x0FC09BA0	Main/Root_M/Hip_L	match
Art_Sparxie_00/Body	67	Art_Sparxie_00/Main/Root_M/Hip_L/HipPart1_L	0xE61D81DF	Main/Root_M/Hip_L/HipPart1_L	match
Art_Sparxie_00/Body	68	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R	0x5788D709	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R	match
Art_Sparxie_00/Body	69	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R	0x645CCA61	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R	match
Art_Sparxie_00/Body	70	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R	0xF05064BA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R	match
Art_Sparxie_00/Body	71	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	0x8B0478E5	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	match
Art_Sparxie_00/Body	72	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M	0x8DC50BE8	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M	match
Art_Sparxie_00/Body	73	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT	0x427AB04A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT	match
Art_Sparxie_00/Body	74	Art_Sparxie_00/Main/Root_M/Hip_R/HipPart1_R	0xF93B825E	Main/Root_M/Hip_R/HipPart1_R	match
Art_Sparxie_00/Body	75	Art_Sparxie_00/Main/Root_M/Hip_R	0xF5CFA6C3	Main/Root_M/Hip_R	match
Art_Sparxie_00/Body	76	Art_Sparxie_00/Main/Root_M/Hip_R/Knee_R	0xF5EB344B	Main/Root_M/Hip_R/Knee_R	match
Art_Sparxie_00/Body	77	Art_Sparxie_00/Main/Root_M/Hip_R/Knee_R/Ankle_R	0x2832A28D	Main/Root_M/Hip_R/Knee_R/Ankle_R	match
Art_Sparxie_00/Body	78	Art_Sparxie_00/Main/Root_M/Hip_R/Knee_R/Ankle_R/Toes_R	0xC99FCBED	Main/Root_M/Hip_R/Knee_R/Ankle_R/Toes_R	match
Art_Sparxie_00/Body	79	Art_Sparxie_00/Main/Root_M/Hip_L/Knee_L	0x66D52A31	Main/Root_M/Hip_L/Knee_L	match
Art_Sparxie_00/Body	80	Art_Sparxie_00/Main/Root_M/Hip_L/Knee_L/Ankle_L	0x709ACE38	Main/Root_M/Hip_L/Knee_L/Ankle_L	match
Art_Sparxie_00/Body	81	Art_Sparxie_00/Main/Root_M/Hip_L/Knee_L/Ankle_L/Toes_L	0x7005AAB2	Main/Root_M/Hip_L/Knee_L/Ankle_L/Toes_L	match
Art_Sparxie_00/Body	82	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT	0xD5257B41	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT	match
Art_Sparxie_00/Body	83	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT	0x2A462477	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT	match
Art_Sparxie_00/Body	84	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R	0xC841BF4C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R	match
Art_Sparxie_00/Body	85	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L	0xD767BCCD	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L	match
Art_Sparxie_00/Body	86	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ElbowPart1_R	0x5D1EF9F0	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ElbowPart1_R	match
Art_Sparxie_00/Body	87	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R	0x9F8F85D2	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R	match
Art_Sparxie_00/Body	88	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R	0xC0AFE6D8	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R	match
Art_Sparxie_00/Body	89	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R	0x868757AB	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R	match
Art_Sparxie_00/Body	90	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R/MiddleFinger3_R	0xA965986D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/MiddleFinger1_R/MiddleFinger2_R/MiddleFinger3_R	match
Art_Sparxie_00/Body	91	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R	0xA86BE68B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R	match
Art_Sparxie_00/Body	92	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R	0xACEB4B29	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R	match
Art_Sparxie_00/Body	93	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R/IndexFinger3_R	0x996CA7A3	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/IndexFinger1_R/IndexFinger2_R/IndexFinger3_R	match
Art_Sparxie_00/Body	94	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R	0xC4342496	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R	match
Art_Sparxie_00/Body	95	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R	0x58DE7B04	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R	match
Art_Sparxie_00/Body	96	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R/ThumbFinger3_R	0x77F3E6CF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/ThumbFinger1_R/ThumbFinger2_R/ThumbFinger3_R	match
Art_Sparxie_00/Body	97	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R	0xA64FE721	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R	match
Art_Sparxie_00/Body	98	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R	0xDC58E298	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R	match
Art_Sparxie_00/Body	99	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R/RingFinger3_R	0x224B61AE	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/RingFinger1_R/RingFinger2_R/RingFinger3_R	match
Art_Sparxie_00/Body	100	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R	0x4A7F8BA6	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R	match
Art_Sparxie_00/Body	101	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R	0xD103C4DF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R	match
Art_Sparxie_00/Body	102	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R/PinkyFinger3_R	0x8AC1C341	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/Wrist_R/PinkyFinger1_R/PinkyFinger2_R/PinkyFinger3_R	match
Art_Sparxie_00/Body	103	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ElbowPart1_L	0x6B7C7BFF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ElbowPart1_L	match
Art_Sparxie_00/Body	104	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L	0x44BB77CF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L	match
Art_Sparxie_00/Body	105	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L	0xC9C35A90	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L	match
Art_Sparxie_00/Body	106	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L	0xC78DEF1F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L	match
Art_Sparxie_00/Body	107	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L	0x8894B8FA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L	match
Art_Sparxie_00/Body	108	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L	0x200CBE4D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L	match
Art_Sparxie_00/Body	109	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L/IndexFinger3_L	0xF0B953FA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/IndexFinger1_L/IndexFinger2_L/IndexFinger3_L	match
Art_Sparxie_00/Body	110	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L	0xE4CB7AE7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L	match
Art_Sparxie_00/Body	111	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L	0xD4398E60	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L	match
Art_Sparxie_00/Body	112	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L/ThumbFinger3_L	0x1E261296	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/ThumbFinger1_L/ThumbFinger2_L/ThumbFinger3_L	match
Art_Sparxie_00/Body	113	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L	0xCC9B1829	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L	match
Art_Sparxie_00/Body	114	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L	0xC5218D44	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L	match
Art_Sparxie_00/Body	115	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L/RingFinger3_L	0x1312A7DF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/RingFinger1_L/RingFinger2_L/RingFinger3_L	match
Art_Sparxie_00/Body	116	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L	0x6A80D5D7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L	match
Art_Sparxie_00/Body	117	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L	0x5DE431BB	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L	match
Art_Sparxie_00/Body	118	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L/PinkyFinger3_L	0xE3143718	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/PinkyFinger1_L/PinkyFinger2_L/PinkyFinger3_L	match
Art_Sparxie_00/Body	119	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L/MiddleFinger3_L	0xD53B4EC6	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/Wrist_L/MiddleFinger1_L/MiddleFinger2_L/MiddleFinger3_L	match
Art_Sparxie_00/Body	120	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT	0x45C8F433	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT	match
Art_Sparxie_00/Body	121	Art_Sparxie_00/Main/Root_M	0x1BFD5446	Main/Root_M	match
Art_Sparxie_00/Body	122	Art_Sparxie_00/Main/Root_M/Spine1_M	0x893A30BC	Main/Root_M/Spine1_M	match
Art_Sparxie_00/Body	123	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M	0x85117FED	Main/Root_M/Spine1_M/Spine2_M	match
Art_Sparxie_00/Body	124	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M	0x29A7789B	Main/Root_M/Spine1_M/Spine2_M/Chest_M	match
Art_Sparxie_00/Body	125	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT	0xE9ACB2E3	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT	match
Art_Sparxie_00/Body	126	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FL_00_JNT	0xB59CFF1C	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FL_00_JNT	match
Art_Sparxie_00/Body	127	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FR_00_JNT	0xDCADDC05	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_FR_00_JNT	match
Art_Sparxie_00/Body	128	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT	0x44EF9306	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT	match
Art_Sparxie_00/Body	129	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_L_00_JNT	0x96A38AF7	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_L_00_JNT	match
Art_Sparxie_00/Body	130	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_R_00_JNT	0xFF92A9EE	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantTop_FM_00_JNT/PendantEar_R_00_JNT	match
Art_Sparxie_00/Body	131	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT	0x29DE6CA5	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT	match
Art_Sparxie_00/Body	132	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT/PendantRibbonA_FM_02_JNT	0xA6DEDD23	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonA_FM_00_JNT/PendantRibbonA_FM_01_JNT/PendantRibbonA_FM_02_JNT	match
Art_Sparxie_00/Body	133	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT	0x9D28D77C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT	match
Art_Sparxie_00/Body	134	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT	0x2FF6C646	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT	match
Art_Sparxie_00/Body	135	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT/ClothPendant_L_02_JNT	0x76478921	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecDL_00_JNT/ClothSecDL_01_JNT/ClothSecDL_02_JNT/ClothSecDL_03_JNT/ClothSecDL_04_JNT/ClothSecDL_05_JNT/ClothSecDL_06_JNT/ClothSecDL_07_JNT/ClothSecDL_08_JNT/ClothPendant_L_00_JNT/ClothPendant_L_01_JNT/ClothPendant_L_02_JNT	match
Art_Sparxie_00/Body	136	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT	0x8C6D14EC	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT	match
